eg1v 1.000
evbm 700.000
eg1c 200.000
eg15c 2.000
ex1v 0.500
ex3v 0.500
ex5v 2.000
ex1c 60.000
ex3c 2.000
el1v 0.100
el12v 0.500
el3v 2.000
el1c 70.000
el3c 5.000
mg1c 25.000
mghh100 5.000
mghh111 0.500
mghh110 0.500
mglh100 1.000
mglh111 1.000
dpa 10.000
dpag15v 10.000
dpaGX 5.000
dpaGL 5.000
dpb100 10.000
edso0 30.000
edso1 5.000
edso2 2.000
Total 
